count,enttype,category,description,data,data_fields,source_value,target_concept_id
2,372,Diagnostic Tests,Scoring test result,Q2RISK,4,372-Diagnostic Tests-Scoring test result-Q2RISK,0
1,372,Diagnostic Tests,Scoring test result,Q1:2 Q4:4,4,372-Diagnostic Tests-Scoring test result-Q1:2 Q4:4,0
1,372,Diagnostic Tests,Scoring test result,Q1.,4,372-Diagnostic Tests-Scoring test result-Q1.,0
1,372,Diagnostic Tests,Scoring test result,Q/RE,4,372-Diagnostic Tests-Scoring test result-Q/RE,0
1,372,Diagnostic Tests,Scoring test result,Q/NAIRRE,4,372-Diagnostic Tests-Scoring test result-Q/NAIRRE,0
1,372,Diagnostic Tests,Scoring test result,Q-RISK2 SCORE,4,372-Diagnostic Tests-Scoring test result-Q-RISK2 SCORE,0
3,372,Diagnostic Tests,Scoring test result,Q-RISK2,4,372-Diagnostic Tests-Scoring test result-Q-RISK2,0
1,372,Diagnostic Tests,Scoring test result,Q-RISK 3,4,372-Diagnostic Tests-Scoring test result-Q-RISK 3,0
4,372,Diagnostic Tests,Scoring test result,Q-RISK 2,4,372-Diagnostic Tests-Scoring test result-Q-RISK 2,0
13,372,Diagnostic Tests,Scoring test result,Q-RISK,4,372-Diagnostic Tests-Scoring test result-Q-RISK,0
1,372,Diagnostic Tests,Scoring test result,Q-RE,4,372-Diagnostic Tests-Scoring test result-Q-RE,0
2,372,Diagnostic Tests,Scoring test result,"Q,NAIRRE",4,"372-Diagnostic Tests-Scoring test result-Q,NAIRRE",
1,372,Diagnostic Tests,Scoring test result,Q+A,4,372-Diagnostic Tests-Scoring test result-Q+A,0
1,372,Diagnostic Tests,Scoring test result,Q'S,4,372-Diagnostic Tests-Scoring test result-Q'S,0
168,372,Diagnostic Tests,Scoring test result,Q'RE,4,372-Diagnostic Tests-Scoring test result-Q'RE,0
1,372,Diagnostic Tests,Scoring test result,Q'NAIRRERE,4,372-Diagnostic Tests-Scoring test result-Q'NAIRRERE,0
131,372,Diagnostic Tests,Scoring test result,Q'NAIRRE,4,372-Diagnostic Tests-Scoring test result-Q'NAIRRE,0
3,372,Diagnostic Tests,Scoring test result,Q'NAIRE,4,372-Diagnostic Tests-Scoring test result-Q'NAIRE,0
1,372,Diagnostic Tests,Scoring test result,Q'NAIIRE,4,372-Diagnostic Tests-Scoring test result-Q'NAIIRE,0
2,372,Diagnostic Tests,Scoring test result,Q'AIRE,4,372-Diagnostic Tests-Scoring test result-Q'AIRE,0
2,372,Diagnostic Tests,Scoring test result,Q#,4,372-Diagnostic Tests-Scoring test result-Q#,0
1,372,Diagnostic Tests,Scoring test result,Q RSIK2,4,372-Diagnostic Tests-Scoring test result-Q RSIK2,
1,372,Diagnostic Tests,Scoring test result,Q RSIK 2,4,372-Diagnostic Tests-Scoring test result-Q RSIK 2,
1,372,Diagnostic Tests,Scoring test result,Q RISK2 SCORE,4,372-Diagnostic Tests-Scoring test result-Q RISK2 SCORE,
22,372,Diagnostic Tests,Scoring test result,Q RISK2,4,372-Diagnostic Tests-Scoring test result-Q RISK2,0
2,372,Diagnostic Tests,Scoring test result,Q RISK SCORE,4,372-Diagnostic Tests-Scoring test result-Q RISK SCORE,0
1,372,Diagnostic Tests,Scoring test result,Q RISK FRACT,4,372-Diagnostic Tests-Scoring test result-Q RISK FRACT,0
1,372,Diagnostic Tests,Scoring test result,Q RISK CALCUL,4,372-Diagnostic Tests-Scoring test result-Q RISK CALCUL,0
1,372,Diagnostic Tests,Scoring test result,Q RISK 2017,4,372-Diagnostic Tests-Scoring test result-Q RISK 2017,0
35,372,Diagnostic Tests,Scoring test result,Q RISK 2,4,372-Diagnostic Tests-Scoring test result-Q RISK 2,0
1,372,Diagnostic Tests,Scoring test result,Q RISK 2,4,372-Diagnostic Tests-Scoring test result-Q RISK 2,
193,372,Diagnostic Tests,Scoring test result,Q RISK,4,372-Diagnostic Tests-Scoring test result-Q RISK,0
1,372,Diagnostic Tests,Scoring test result,Q FRAX,4,372-Diagnostic Tests-Scoring test result-Q FRAX,0
1,372,Diagnostic Tests,Scoring test result,Q FRACTURE RK,4,372-Diagnostic Tests-Scoring test result-Q FRACTURE RK,
1,372,Diagnostic Tests,Scoring test result,Q FRACTURE RI,4,372-Diagnostic Tests-Scoring test result-Q FRACTURE RI,0
16,372,Diagnostic Tests,Scoring test result,Q FRACTURE,4,372-Diagnostic Tests-Scoring test result-Q FRACTURE,0
1,372,Diagnostic Tests,Scoring test result,Q FRAC,4,372-Diagnostic Tests-Scoring test result-Q FRAC,0
1,372,Diagnostic Tests,Scoring test result,Q - RISK 2,4,372-Diagnostic Tests-Scoring test result-Q - RISK 2,0
1,372,Diagnostic Tests,Scoring test result,Q #,4,372-Diagnostic Tests-Scoring test result-Q #,0
14,372,Diagnostic Tests,Scoring test result,Q,4,372-Diagnostic Tests-Scoring test result-Q,0
2,372,Diagnostic Tests,Scoring test result,P{HQ-9,4,372-Diagnostic Tests-Scoring test result-P{HQ-9,0
1,372,Diagnostic Tests,Scoring test result,PULSE 30 QS,4,372-Diagnostic Tests-Scoring test result-PULSE 30 QS,0
1,372,Diagnostic Tests,Scoring test result,PTQ,4,372-Diagnostic Tests-Scoring test result-PTQ,0
156,372,Diagnostic Tests,Scoring test result,PT. QUESTIONS,4,372-Diagnostic Tests-Scoring test result-PT. QUESTIONS,0
7,372,Diagnostic Tests,Scoring test result,PT UK,4,372-Diagnostic Tests-Scoring test result-PT UK,0
2,372,Diagnostic Tests,Scoring test result,PT QUESTIONS,4,372-Diagnostic Tests-Scoring test result-PT QUESTIONS,0
1,372,Diagnostic Tests,Scoring test result,PT QUESTIONNA,4,372-Diagnostic Tests-Scoring test result-PT QUESTIONNA,0
1,372,Diagnostic Tests,Scoring test result,PT QUESTIONAR,4,372-Diagnostic Tests-Scoring test result-PT QUESTIONAR,0
1,372,Diagnostic Tests,Scoring test result,PT FILLED IN,4,372-Diagnostic Tests-Scoring test result-PT FILLED IN,0
1,372,Diagnostic Tests,Scoring test result,PT FILLED FOR,4,372-Diagnostic Tests-Scoring test result-PT FILLED FOR,0
1,372,Diagnostic Tests,Scoring test result,PT FILLED,4,372-Diagnostic Tests-Scoring test result-PT FILLED,0
1,372,Diagnostic Tests,Scoring test result,PSYCHOSIS,4,372-Diagnostic Tests-Scoring test result-PSYCHOSIS,0
6,372,Diagnostic Tests,Scoring test result,PSQ9,4,372-Diagnostic Tests-Scoring test result-PSQ9,0
7,372,Diagnostic Tests,Scoring test result,PSQ-9,4,372-Diagnostic Tests-Scoring test result-PSQ-9,0
1,372,Diagnostic Tests,Scoring test result,PSQ(,4,372-Diagnostic Tests-Scoring test result-PSQ(,0
1,372,Diagnostic Tests,Scoring test result,PSQ,4,372-Diagnostic Tests-Scoring test result-PSQ,0
1,372,Diagnostic Tests,Scoring test result,PSD,4,372-Diagnostic Tests-Scoring test result-PSD,0
1,372,Diagnostic Tests,Scoring test result,PRQ-9,4,372-Diagnostic Tests-Scoring test result-PRQ-9,0
1,372,Diagnostic Tests,Scoring test result,PROTHROMBIN T,4,372-Diagnostic Tests-Scoring test result-PROTHROMBIN T,0
4,372,Diagnostic Tests,Scoring test result,PROFORMA,4,372-Diagnostic Tests-Scoring test result-PROFORMA,0
1,372,Diagnostic Tests,Scoring test result,PROBS,4,372-Diagnostic Tests-Scoring test result-PROBS,0
3,372,Diagnostic Tests,Scoring test result,PRINTOUT,4,372-Diagnostic Tests-Scoring test result-PRINTOUT,0
2,372,Diagnostic Tests,Scoring test result,PRINTED SHEET,4,372-Diagnostic Tests-Scoring test result-PRINTED SHEET,0
1,372,Diagnostic Tests,Scoring test result,(PHQ-9) SCORE,4,372-Diagnostic Tests-Scoring test result-(PHQ-9) SCORE,36714983
2,372,Diagnostic Tests,Scoring test result,PRINT OUT,4,372-Diagnostic Tests-Scoring test result-PRINT OUT,0
1,372,Diagnostic Tests,Scoring test result,PRIMIS,4,372-Diagnostic Tests-Scoring test result-PRIMIS,0
1,372,Diagnostic Tests,Scoring test result,PRIME-MD,4,372-Diagnostic Tests-Scoring test result-PRIME-MD,0
17,372,Diagnostic Tests,Scoring test result,PRIME MED,4,372-Diagnostic Tests-Scoring test result-PRIME MED,0
1,372,Diagnostic Tests,Scoring test result,PRIME MD,4,372-Diagnostic Tests-Scoring test result-PRIME MD,0
1,372,Diagnostic Tests,Scoring test result,PRIMARY RISK,4,372-Diagnostic Tests-Scoring test result-PRIMARY RISK,0
1,372,Diagnostic Tests,Scoring test result,PRIMARY PREVE,4,372-Diagnostic Tests-Scoring test result-PRIMARY PREVE,0
2,372,Diagnostic Tests,Scoring test result,PRIMARY CVD R,4,372-Diagnostic Tests-Scoring test result-PRIMARY CVD R,0
1,372,Diagnostic Tests,Scoring test result,PRIMARY CVD,4,372-Diagnostic Tests-Scoring test result-PRIMARY CVD,0
2,372,Diagnostic Tests,Scoring test result,PRIM MED,4,372-Diagnostic Tests-Scoring test result-PRIM MED,0
1,372,Diagnostic Tests,Scoring test result,PRI MED,4,372-Diagnostic Tests-Scoring test result-PRI MED,0
1,372,Diagnostic Tests,Scoring test result,PREGNANT NOW,4,372-Diagnostic Tests-Scoring test result-PREGNANT NOW,0
2,372,Diagnostic Tests,Scoring test result,PRECARD,4,372-Diagnostic Tests-Scoring test result-PRECARD,0
3,372,Diagnostic Tests,Scoring test result,PRE TREATMENT,4,372-Diagnostic Tests-Scoring test result-PRE TREATMENT,0
1,372,Diagnostic Tests,Scoring test result,PRE LP,4,372-Diagnostic Tests-Scoring test result-PRE LP,0
1,372,Diagnostic Tests,Scoring test result,PQQ-9,4,372-Diagnostic Tests-Scoring test result-PQQ-9,0
1,372,Diagnostic Tests,Scoring test result,PQQ,4,372-Diagnostic Tests-Scoring test result-PQQ,0
3,372,Diagnostic Tests,Scoring test result,PQH9,4,372-Diagnostic Tests-Scoring test result-PQH9,0
5,372,Diagnostic Tests,Scoring test result,PQH-9,4,372-Diagnostic Tests-Scoring test result-PQH-9,0
54,372,Diagnostic Tests,Scoring test result,PQ9,4,372-Diagnostic Tests-Scoring test result-PQ9,0
3,372,Diagnostic Tests,Scoring test result,PQ-9,4,372-Diagnostic Tests-Scoring test result-PQ-9,0
1,372,Diagnostic Tests,Scoring test result,PQ,4,372-Diagnostic Tests-Scoring test result-PQ,0
6,372,Diagnostic Tests,Scoring test result,PPS.,4,372-Diagnostic Tests-Scoring test result-PPS.,0
1,372,Diagnostic Tests,Scoring test result,PPS SCORE,4,372-Diagnostic Tests-Scoring test result-PPS SCORE,0
1,372,Diagnostic Tests,Scoring test result,PPS 40 %,4,372-Diagnostic Tests-Scoring test result-PPS 40 %,0
2,372,Diagnostic Tests,Scoring test result,PPS %,4,372-Diagnostic Tests-Scoring test result-PPS %,0
1335,372,Diagnostic Tests,Scoring test result,PPS,4,372-Diagnostic Tests-Scoring test result-PPS,0
27,372,Diagnostic Tests,Scoring test result,PPI,4,372-Diagnostic Tests-Scoring test result-PPI,0
1,372,Diagnostic Tests,Scoring test result,POSTIVE,4,372-Diagnostic Tests-Scoring test result-POSTIVE,0
1,372,Diagnostic Tests,Scoring test result,POST-NATAL DE,4,372-Diagnostic Tests-Scoring test result-POST-NATAL DE,0
3,372,Diagnostic Tests,Scoring test result,POST TREATMEN,4,372-Diagnostic Tests-Scoring test result-POST TREATMEN,0
1,372,Diagnostic Tests,Scoring test result,POST TREAMENT,4,372-Diagnostic Tests-Scoring test result-POST TREAMENT,0
1,372,Diagnostic Tests,Scoring test result,POST LP,4,372-Diagnostic Tests-Scoring test result-POST LP,0
1,372,Diagnostic Tests,Scoring test result,POSITIVE DDIM,4,372-Diagnostic Tests-Scoring test result-POSITIVE DDIM,0
9,372,Diagnostic Tests,Scoring test result,POSITIVE,4,372-Diagnostic Tests-Scoring test result-POSITIVE,0
1,372,Diagnostic Tests,Scoring test result,POOR CONTROL,4,372-Diagnostic Tests-Scoring test result-POOR CONTROL,0
2,372,Diagnostic Tests,Scoring test result,POINTS.,4,372-Diagnostic Tests-Scoring test result-POINTS.,0
1,372,Diagnostic Tests,Scoring test result,POINTS SYSTEM,4,372-Diagnostic Tests-Scoring test result-POINTS SYSTEM,0
148403,372,Diagnostic Tests,Scoring test result,POINTS,4,372-Diagnostic Tests-Scoring test result-POINTS,0
1,372,Diagnostic Tests,Scoring test result,POIINTS,4,372-Diagnostic Tests-Scoring test result-POIINTS,0
1,372,Diagnostic Tests,Scoring test result,PO-9,4,372-Diagnostic Tests-Scoring test result-PO-9,0
1,372,Diagnostic Tests,Scoring test result,PNDS,4,372-Diagnostic Tests-Scoring test result-PNDS,0
1,372,Diagnostic Tests,Scoring test result,PN DEPRESSION,4,372-Diagnostic Tests-Scoring test result-PN DEPRESSION,0
1,372,Diagnostic Tests,Scoring test result,PLANNING&MONI,4,372-Diagnostic Tests-Scoring test result-PLANNING&MONI,0
1,372,Diagnostic Tests,Scoring test result,PK YRS,4,372-Diagnostic Tests-Scoring test result-PK YRS,0
1,372,Diagnostic Tests,Scoring test result,PK YEARS,4,372-Diagnostic Tests-Scoring test result-PK YEARS,0
1,372,Diagnostic Tests,Scoring test result,PJHQ-9,4,372-Diagnostic Tests-Scoring test result-PJHQ-9,0
105,372,Diagnostic Tests,Scoring test result,PHYSICAL,4,372-Diagnostic Tests-Scoring test result-PHYSICAL,0
1,372,Diagnostic Tests,Scoring test result,PHYSCIAL,4,372-Diagnostic Tests-Scoring test result-PHYSCIAL,0
1,372,Diagnostic Tests,Scoring test result,PHWQ9,4,372-Diagnostic Tests-Scoring test result-PHWQ9,0
2,372,Diagnostic Tests,Scoring test result,PHW,4,372-Diagnostic Tests-Scoring test result-PHW,0
1,372,Diagnostic Tests,Scoring test result,PHS,4,372-Diagnostic Tests-Scoring test result-PHS,0
1,372,Diagnostic Tests,Scoring test result,/27 PHQ9,4,372-Diagnostic Tests-Scoring test result-/27 PHQ9,0
1,372,Diagnostic Tests,Scoring test result,;PHQ 9,4,372-Diagnostic Tests-Scoring test result-;PHQ 9,0
1,372,Diagnostic Tests,Scoring test result,~PHQ9,4,372-Diagnostic Tests-Scoring test result-~PHQ9,0
1,372,Diagnostic Tests,Scoring test result,9PHQ,4,372-Diagnostic Tests-Scoring test result-9PHQ,0
1,372,Diagnostic Tests,Scoring test result,FROM PHQ 9,4,372-Diagnostic Tests-Scoring test result-FROM PHQ 9,0
5,372,Diagnostic Tests,Scoring test result,ON LINE PHQ 9,4,372-Diagnostic Tests-Scoring test result-ON LINE PHQ 9,0
1,372,Diagnostic Tests,Scoring test result,ON LINE PHQ9,4,372-Diagnostic Tests-Scoring test result-ON LINE PHQ9,0
1,372,Diagnostic Tests,Scoring test result,OUT OF 27PHQ9,4,372-Diagnostic Tests-Scoring test result-OUT OF 27PHQ9,0
3340,372,Diagnostic Tests,Scoring test result,PHQ,4,372-Diagnostic Tests-Scoring test result-PHQ,0
1,372,Diagnostic Tests,Scoring test result,PHQ-,4,372-Diagnostic Tests-Scoring test result-PHQ-,0
1,372,Diagnostic Tests,Scoring test result,PHQ - 14,4,372-Diagnostic Tests-Scoring test result-PHQ - 14,0
2,372,Diagnostic Tests,Scoring test result,PHQ - 4,4,372-Diagnostic Tests-Scoring test result-PHQ - 4,0
36,372,Diagnostic Tests,Scoring test result,PHQ - 9,4,372-Diagnostic Tests-Scoring test result-PHQ - 9,36714983
1,372,Diagnostic Tests,Scoring test result,PHQ - 9 SCORE,4,372-Diagnostic Tests-Scoring test result-PHQ - 9 SCORE,0
1,372,Diagnostic Tests,Scoring test result,PHQ - ONLINE,4,372-Diagnostic Tests-Scoring test result-PHQ - ONLINE,0
1,372,Diagnostic Tests,Scoring test result,PHQ 0,4,372-Diagnostic Tests-Scoring test result-PHQ 0,0
1,372,Diagnostic Tests,Scoring test result,PHQ 10,4,372-Diagnostic Tests-Scoring test result-PHQ 10,0
1,372,Diagnostic Tests,Scoring test result,PHQ 13,4,372-Diagnostic Tests-Scoring test result-PHQ 13,0
1,372,Diagnostic Tests,Scoring test result,PHQ -2,4,372-Diagnostic Tests-Scoring test result-PHQ -2,0
1155,372,Diagnostic Tests,Scoring test result,PHQ 9,4,372-Diagnostic Tests-Scoring test result-PHQ 9,36714983
18,372,Diagnostic Tests,Scoring test result,PHQ -9,4,372-Diagnostic Tests-Scoring test result-PHQ -9,36714983
14,372,Diagnostic Tests,Scoring test result,PHQ- 9,4,372-Diagnostic Tests-Scoring test result-PHQ- 9,36714983
1,372,Diagnostic Tests,Scoring test result,PHQ 9 (SELF),4,372-Diagnostic Tests-Scoring test result-PHQ 9 (SELF),0
1,372,Diagnostic Tests,Scoring test result,PHQ 9 FORM,4,372-Diagnostic Tests-Scoring test result-PHQ 9 FORM,0
3,372,Diagnostic Tests,Scoring test result,PHQ 9 QUESTIO,4,372-Diagnostic Tests-Scoring test result-PHQ 9 QUESTIO,0
1,372,Diagnostic Tests,Scoring test result,PHQ 9 SCORE,4,372-Diagnostic Tests-Scoring test result-PHQ 9 SCORE,0
1,372,Diagnostic Tests,Scoring test result,PHQ 9.,4,372-Diagnostic Tests-Scoring test result-PHQ 9.,0
1,372,Diagnostic Tests,Scoring test result,PHQ 9QUESTION,4,372-Diagnostic Tests-Scoring test result-PHQ 9QUESTION,0
1,372,Diagnostic Tests,Scoring test result,PHQ 9-SOFTWAR,4,372-Diagnostic Tests-Scoring test result-PHQ 9-SOFTWAR,0
1,372,Diagnostic Tests,Scoring test result,PHQ AND GAD,4,372-Diagnostic Tests-Scoring test result-PHQ AND GAD,0
1,372,Diagnostic Tests,Scoring test result,PHQ AS IN JAN,4,372-Diagnostic Tests-Scoring test result-PHQ AS IN JAN,0
1,372,Diagnostic Tests,Scoring test result,PHQ AT HOME,4,372-Diagnostic Tests-Scoring test result-PHQ AT HOME,0
1,372,Diagnostic Tests,Scoring test result,PHQ DISCUSSED,4,372-Diagnostic Tests-Scoring test result-PHQ DISCUSSED,0
1,372,Diagnostic Tests,Scoring test result,PHQ FORM,4,372-Diagnostic Tests-Scoring test result-PHQ FORM,0
4,372,Diagnostic Tests,Scoring test result,PHQ NINE,4,372-Diagnostic Tests-Scoring test result-PHQ NINE,0
1,372,Diagnostic Tests,Scoring test result,PHQ QNRE,4,372-Diagnostic Tests-Scoring test result-PHQ QNRE,0
1,372,Diagnostic Tests,Scoring test result,PHQ QUEST,4,372-Diagnostic Tests-Scoring test result-PHQ QUEST,0
3,372,Diagnostic Tests,Scoring test result,PHQ QUESTIONA,4,372-Diagnostic Tests-Scoring test result-PHQ QUESTIONA,0
2,372,Diagnostic Tests,Scoring test result,PHQ QUESTIONN,4,372-Diagnostic Tests-Scoring test result-PHQ QUESTIONN,0
1,372,Diagnostic Tests,Scoring test result,PHQ QUESTIONS,4,372-Diagnostic Tests-Scoring test result-PHQ QUESTIONS,0
2,372,Diagnostic Tests,Scoring test result,PHQ QUIESTON,4,372-Diagnostic Tests-Scoring test result-PHQ QUIESTON,
6,372,Diagnostic Tests,Scoring test result,PHQ SCORE,4,372-Diagnostic Tests-Scoring test result-PHQ SCORE,0
19,372,Diagnostic Tests,Scoring test result,PHQ(,4,372-Diagnostic Tests-Scoring test result-PHQ(,0
2,372,Diagnostic Tests,Scoring test result,PHQ-(,4,372-Diagnostic Tests-Scoring test result-PHQ-(,0
1,372,Diagnostic Tests,Scoring test result,PHQ(9,4,372-Diagnostic Tests-Scoring test result-PHQ(9,0
2,372,Diagnostic Tests,Scoring test result,PHQ.,4,372-Diagnostic Tests-Scoring test result-PHQ.,0
1,372,Diagnostic Tests,Scoring test result,PHQ_2,4,372-Diagnostic Tests-Scoring test result-PHQ_2,0
8,372,Diagnostic Tests,Scoring test result,PHQ_9,4,372-Diagnostic Tests-Scoring test result-PHQ_9,36714983
1,372,Diagnostic Tests,Scoring test result,PHQ=9,4,372-Diagnostic Tests-Scoring test result-PHQ=9,0
2,372,Diagnostic Tests,Scoring test result,PHQ=-9,4,372-Diagnostic Tests-Scoring test result-PHQ=-9,36714983
2,372,Diagnostic Tests,Scoring test result,PHQ0,4,372-Diagnostic Tests-Scoring test result-PHQ0,0
5,372,Diagnostic Tests,Scoring test result,PHQ-0,4,372-Diagnostic Tests-Scoring test result-PHQ-0,0
2,372,Diagnostic Tests,Scoring test result,PHQ09,4,372-Diagnostic Tests-Scoring test result-PHQ09,0
1,372,Diagnostic Tests,Scoring test result,PHQ-09,4,372-Diagnostic Tests-Scoring test result-PHQ-09,0
1,372,Diagnostic Tests,Scoring test result,PHQ-1,4,372-Diagnostic Tests-Scoring test result-PHQ-1,0
1,372,Diagnostic Tests,Scoring test result,PHQ10,4,372-Diagnostic Tests-Scoring test result-PHQ10,0
4,372,Diagnostic Tests,Scoring test result,PHQ-10,4,372-Diagnostic Tests-Scoring test result-PHQ-10,0
9,372,Diagnostic Tests,Scoring test result,PHQ2,4,372-Diagnostic Tests-Scoring test result-PHQ2,0
3484,372,Diagnostic Tests,Scoring test result,PHQ-2,4,372-Diagnostic Tests-Scoring test result-PHQ-2,0
1,372,Diagnostic Tests,Scoring test result,PHQ3,4,372-Diagnostic Tests-Scoring test result-PHQ3,0
1,372,Diagnostic Tests,Scoring test result,PHQ-5,4,372-Diagnostic Tests-Scoring test result-PHQ-5,0
1,372,Diagnostic Tests,Scoring test result,PHQ6,4,372-Diagnostic Tests-Scoring test result-PHQ6,0
3,372,Diagnostic Tests,Scoring test result,PHQ-7,4,372-Diagnostic Tests-Scoring test result-PHQ-7,0
1,372,Diagnostic Tests,Scoring test result,PHQ8,4,372-Diagnostic Tests-Scoring test result-PHQ8,0
1,372,Diagnostic Tests,Scoring test result,PHQ-8,4,372-Diagnostic Tests-Scoring test result-PHQ-8,0
9339,372,Diagnostic Tests,Scoring test result,PHQ9,4,372-Diagnostic Tests-Scoring test result-PHQ9,36714983
10507,372,Diagnostic Tests,Scoring test result,PHQ-9,4,372-Diagnostic Tests-Scoring test result-PHQ-9,36714983
2,372,Diagnostic Tests,Scoring test result,PHQ-9-,4,372-Diagnostic Tests-Scoring test result-PHQ-9-,0
1,372,Diagnostic Tests,Scoring test result,0,4,372-Diagnostic Tests-Scoring test result--PHQ9,
1,372,Diagnostic Tests,Scoring test result,PHQ9 #1,4,372-Diagnostic Tests-Scoring test result-PHQ9 #1,0
1,372,Diagnostic Tests,Scoring test result,PHQ9 & GAD 7,4,372-Diagnostic Tests-Scoring test result-PHQ9 & GAD 7,0
1,372,Diagnostic Tests,Scoring test result,PHQ9 & GAD7,4,372-Diagnostic Tests-Scoring test result-PHQ9 & GAD7,0
1,372,Diagnostic Tests,Scoring test result,PHQ9 (27),4,372-Diagnostic Tests-Scoring test result-PHQ9 (27),0
1,372,Diagnostic Tests,Scoring test result,PHQ9 (2ND),4,372-Diagnostic Tests-Scoring test result-PHQ9 (2ND),0
