count,provcat,description,higher-level category
34,2264,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL HEALTH",REGISTERED NURSE - PSYCHIATRIC
73,3768,PSYCHIATRIST/NEUROLOGIST,PSYCHIATRY
23,2497,PSYCHIATRIC NURSE SPECIALIST,REGISTERED NURSE - PSYCHIATRIC
64,5748,GYNECOLOGIST,GYNECOLOGY
41284167,0209,CLINICAL SOCIAL WORKER/MENTAL HEALTH COUNSELOR,MENTAL HEALTH PROFESSIONAL
3701164,6034,NEUROLOGIST,NEUROLOGY
26524,0173,TMJ DENTIST,OTHER DENTAL SPECIALIST
12500,0489,PROCTOLOGIST,GASTROENTEROLOGY
10842,1664,MOLECULAR GENETIC PATHOLOGY,OTHER PHYSICIAN SPECIALTY
2915898,3101,CONVENIENCE CARE CLINIC,OTHER NON-PHYSICIAN PROVIDER
91,5798,SURGICAL ASSISTANT (NON-PHYS),OTHER NON-PHYSICIAN PROVIDER
1142,1291,ANATOMICAL/CLINICAL PATHOLOGIST,PATHOLOGY
3198,2161,CHILD PSYCHIATRIST,PSYCHIATRY
543,3283,ATHLETIC TRAINER,PHYSICAL THERAPY PROVIDER
35,2340,FAMILY PRACTITIONER,FAMILY PRACTICE
19,4110,LACTATION SPECIALIST,OTHER NON-PHYSICIAN PROVIDER
46,1852,OBSTETRICIAN/GYNECOLOGIST,OBSTETRICS & GYNECOLOGY
77,2614,FAMILY PRACTITIONER,FAMILY PRACTICE
498,0404,CARDIAC ELECTROPHYSIOLOGIST,CARDIOLOGY
75,1156,ADDICTION MEDICINE SPECIALIST,ADDICTION MEDICINE SPECIALIST
154,1868,HOMEOPATHY SPECIALIST,OTHER PHYSICIAN SPECIALTY
2,3197,ORTHOPEDIC SURGEON - HAND SPECIALIST,ORTHOPEDICS
4652391,6027,ORTHOPEDIC SURGEON,ORTHOPEDICS
28920591,3009,SKILLED NURSING FACILITY,EXTENDED CARE FACILITIES
65536205,0014,REHABILITATION FACILITY/NURSING HOME/INPATIENT HOSPICE,EXTENDED CARE FACILITIES
1043207,5841,OTOLARYNGOLOGIST,OTOLARYNGOLOGY
4516686,0329,GENERAL PRACTITIONER,FAMILY PRACTICE
674630,5658,REGISTERED DIETICIAN,NUTRITIONIST
118500,4646,COLON & RECTAL SURGEON,COLON & RECTAL SURGERY
1153445,4228,CLINICAL GENETICIST,GENETICS
533263,0089,PUBLIC HEALTH OR WELFARE AGENCY,PUBLIC HEALTH OR WELFARE
632711,5850,RHEUMATOLOGIST,RHEUMATOLOGY
435968,0071,UNKNOWN COSMOS FACILITY PROVIDER,UNKNOWN FACILITY PROVIDER
109475,4049,PUBLIC HEALTH/PREVENTIVE MEDICINE SPECIALIST,PREVENTIVE MEDICINE
826454,0717,CYTOPATHOLOGIST,PATHOLOGY
69462,1116,DOCTOR OF NATUROPATHY,OTHER NON-PHYSICIAN PROVIDER
10658,2158,PSYCHIATRIST,PSYCHIATRY
96270,6045,PHYSICAL THERAPY-PEDIATRIC,PHYSICAL THERAPY PROVIDER
101331,4652,GENERAL SURGEON,GENERAL SURGERY
1946,1345,PUBLIC HEALTH/PREVENTIVE MEDICINE SPECIALIST,PREVENTIVE MEDICINE
7663,1413,ABDOMINAL GENERAL SURGEON,GENERAL SURGERY
16225,3866,BEHAVIORAL ANALYST - AUTISM PROGRAM,MENTAL HEALTH PROFESSIONAL
6162,6758,VA MEDICAL CLINIC,CLINIC/DAY CARE FACILITIES
166,1688,PSYCHIATRIST - CLINICAL PSYCHOLOGY,PSYCHIATRY
2066,5713,NEONATOLOGIST,NEONATOLOGY
193,2222,SPEECH PATHOLOGIST,SPEECH THERAPY PROVIDER
14,1778,SURGICAL ASSISTANT (NON-PHYS),OTHER NON-PHYSICIAN PROVIDER
42,3681,SLEEP STUDY,OTHER PHYSICIAN SPECIALTY
21,1173,NUCLEAR MEDICINE SPECIALIST,RADIOLOGY
95,2456,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
29,3112,LICENSED PROFESSIONAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
39,6850,PHYSICIAN NUTRITION SPECIALIST,OTHER PHYSICIAN SPECIALTY
7979536,0842,PSYCHIATRIST,PSYCHIATRY
151138,5600,DENTIST - DDS,DENTIST
6658693,5315,CERTIFIED NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
12026570,0587,INFECTIOUS DISEASES SPECIALIST,INFECTIOUS DISEASES
428083,5217,VA MEDICAL CLINIC,CLINIC/DAY CARE FACILITIES
1447575,6029,DERMATOPATHOLOGIST,PATHOLOGY
565771,6024,PLASTIC SURGEON,PLASTIC & RECONSTRUCTIVE SURGERY
202038,1199,GENERAL DENTIST,DENTIST
2674192,1196,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
328,0472,GASTROENTEROLOGIST - ENDOSCOPY SPECIALIST,GASTROENTEROLOGY
467467,2137,CLINICAL SOCIAL WORKER,SOCIAL WORKER
2459,3458,PATHOLOGIST,PATHOLOGY
4065,1759,MARRIAGE AND FAMILY THERAPIST,MENTAL HEALTH PROFESSIONAL
1653,0130,DOCTOR OF NATUROPATHY (CA),OTHER NON-PHYSICIAN PROVIDER
10824,4136,PSYCHIATRIST,PSYCHIATRY
180,1282,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
9419,3852,MOLECULAR GENETIC PATHOLOGY,OTHER PHYSICIAN SPECIALTY
2197,4648,FAMILY PRACTITIONER,FAMILY PRACTICE
5623,1142,DOCTOR OF NAPROPATHY,OTHER NON-PHYSICIAN PROVIDER
108,1358,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
1207,2159,AUDIOLOGIST,AUDIOLOGIST
2254,6054,UNKNOWN SPECIALTY PHYSICIAN,OTHER NON-PHYSICIAN PROVIDER
223,6037,ALLIED HEALTH PROF GROUP,OTHER PHYSICIAN SPECIALTY
1103,0280,SPEECH PATHOLOGIST,SPEECH THERAPY PROVIDER
36,1859,ORTHOPEDIC SURGEON,ORTHOPEDICS
194,1329,PSYCHIATRIST/NEUROLOGIST,PSYCHIATRY
33,1690,ORAL PATHOLOGIST,PATHOLOGY
238,0085,HOME HEALTH AGENCY- PRIVATE DUTY NURSE,HOME HEALTH AGENCY
1,6910,BEHAVIORAL ANALYST - AUTISM PROGRAM,MENTAL HEALTH PROFESSIONAL
10,3404,ADDICTION MEDICINE SPECIALIST,ADDICTION MEDICINE SPECIALIST
3,3035,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL HEALTH",REGISTERED NURSE - PSYCHIATRIC
1,3701,NEONATOLOGIST,NEONATOLOGY
3,6411,PHARMACIST,PHARMACY
1,2250,NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
21817368,0365,ALLERGIST & IMMUNOLOGIST,ALLERGY & IMMUNOLOGY
420850,0977,RECIPROCITY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
8761,0390,ANESTHESIOLOGIST,ANESTHESIOLOGY
813500,0554,GYNECOLOGICAL ONCOLOGIST,HEMATOLOGY & ONCOLOGY
1195462,6035,REGISTERED NURSE,REGISTERED NURSE
22849,0896,MRI RADIOLOGIST,RADIOLOGY
741,1811,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
9083,0922,PEDIATRIC RADIOLOGIST,RADIOLOGY
1272,2318,RADIOLOGIST,RADIOLOGY
485,2132,PHYSICIANS ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
2316,6084,OTHER NON-PHYSICIAN PROVIDER,OTHER NON-PHYSICIAN PROVIDER
558,3691,SLEEP STUDY,OTHER PHYSICIAN SPECIALTY
662,3865,HEARING INSTRUMENT SPECIALIST,HEARING INSTRUMENT SPECIALIST
403,2859,NEUROMUSCULAR DISEASE SPECIALIST,NEUROLOGY
45,1257,NEONATOLOGIST,NEONATOLOGY
73,2427,REGISTERED NURSE,REGISTERED NURSE
1212,1872,ALCOHOL AND DRUG ABUSE COUNSELOR,ADDICTION MEDICINE SPECIALIST
201,3512,PLASTIC SURGEON - HEAD & NECK,PLASTIC & RECONSTRUCTIVE SURGERY
8,6659,GENERAL PREVENTIVE MEDICINE SPECIALIST,PREVENTIVE MEDICINE
185,0860,PSYCHIATRIST - ADDICTION MEDICINE,PSYCHIATRY
142,1424,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
74,1786,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
114,5781,GENERAL PRACTITIONER,FAMILY PRACTICE
4,1627,EMERGENCY MEDICINE (PHYSICIANS),EMERGENCY MEDICINE
16,2694,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
18,3036,REHABILITATION MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
48,7341,CASE MANAGEMENT AGENCY,COMMUNITY SUPPORT SERVICES
4,6314,PHYSICIAN NUTRITION SPECIALIST,OTHER PHYSICIAN SPECIALTY
9,2412,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
23,3011,NUTRITIONIST,NUTRITIONIST
80,3930,PODIATRIST - NON-MD,PODIATRIST - NON-MD
8,7182,INTERNAL MEDICINE SPECIALIST,INTERNAL MEDICINE
1,3187,PHYSICIAN NUTRITION SPECIALIST,OTHER PHYSICIAN SPECIALTY
2,0151,CLINICAL SOCIAL WORKER,SOCIAL WORKER
60218212,0633,OPHTHALMOLOGIST,OPHTHALMOLOGY
16694125,5990,PHYSICIANS ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
870189,5761,CARDIOLOGIST,CARDIOLOGY
688491,0063,INFUSION CENTER,UNKNOWN
279854,1578,PHLEBOLOGY,OTHER PHYSICIAN SPECIALTY
306736,0022,RESPITE CENTER,UNKNOWN
42844,6871,PEDIATRIC DEVELOPMENTAL & BEHAVIORAL,PEDIATRICS
8722,1573,MASTER OF SOCIAL WORK,SOCIAL WORKER
14907,1333,OBSTETRICIAN/GYNECOLOGIST,OBSTETRICS & GYNECOLOGY
2470,1207,PERIODONTIST,PERIODONTIST
3083531,3859,WELLNESS SRVCS PROVIDER,PHARMACY
2701,1152,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
156,2045,PSYCHIATRIST - CLINICAL PSYCHOLOGY,PSYCHIATRY
3008,3416,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
1383,2410,NUTRITIONIST,NUTRITIONIST
224609,6489,VIRTUAL VISITS TELE HLTH MED,UNKNOWN FACILITY PROVIDER
805,0176,PEDODONTIST,PEDODONTIST
615,1204,PSYCHIATRIST/NEUROLOGIST,PSYCHIATRY
249,5680,CLINICAL PSYCHOLOGIST,CLINICAL PSYCHOLOGY
26,6365,PSYCHIATRIST,PSYCHIATRY
17,4408,ANESTHESIOLOGIST ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
24,7174,PSYCHIATRIST,PSYCHIATRY
41,6190,PEDIATRIC SPEECH PATHOLOGY,SPEECH THERAPY PROVIDER
112,3028,CERTIFIED ACUPUNCTURIST,ACUPUNCTURIST
2,1520,EXTENDED CARE FACILITY,EXTENDED CARE FACILITIES
2,2278,EMERGENCY MEDICINE (PHYSICIANS),EMERGENCY MEDICINE
48,0196,CHILD PSYCHOLOGIST,CLINICAL PSYCHOLOGY
2,1442,ADDICTION MEDICINE SPECIALIST,ADDICTION MEDICINE SPECIALIST
2,2960,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
1,3278,GENERAL SURGEON,GENERAL SURGERY
4,1248,ORTHODONTIST,ORTHODONTIST
849376,5939,CRITICAL CARE MEDICINE SPECIALIST,CRITICAL CARE MEDICINE
2902267,6000,GENERAL PRACTITIONER,FAMILY PRACTICE
305438,1642,ADDICTION MEDICINE,OTHER PHYSICIAN SPECIALTY
27131,0052,URGENT CARE CENTER,EMERGENCY CARE
34389,0112,NUTRITIONIST,NUTRITIONIST
726775,0399,PAIN MANAGEMENT SPECIALIST,ANESTHESIOLOGY
56814,4162,GENERAL PREVENTIVE MEDICINE SPECIALIST,PREVENTIVE MEDICINE
2155309,0087,HOME IV THERAPY PROVIDER,HOME HEALTH CARE
1947526,5040,PSYCHOLOGIST,MENTAL HEALTH PROFESSIONAL
1084818,1612,CLINICAL SOCIAL WORKER,SOCIAL WORKER
142280,1121,ANESTHESIOLOGIST,ANESTHESIOLOGY
431640,0271,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
212,0016,SKILLED NURSING FACILITY,EXTENDED CARE FACILITIES
1098,1825,NUTRITIONIST,NUTRITIONIST
7404,1582,INTERVENTIONAL CARDIOLOGY,CARDIOLOGY
13515,4937,SURGICAL ASSISTANT (NON-PHYS),OTHER NON-PHYSICIAN PROVIDER
33002,2762,PEDIATRIC OCCUPATIONAL THERAPY,OCCUPATIONAL THERAPY PROVIDER
6808,1270,AMBULANCE,AMBULANCE PROVIDERS
2421,2666,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
491,6177,OTHER NON-PHYSICIAN PROVIDER,OTHER NON-PHYSICIAN PROVIDER
509,2977,MASSAGE THERAPIST,PHYSICAL THERAPY PROVIDER
4226,1583,ADDICTION MEDICINE SPECIALIST,ADDICTION MEDICINE SPECIALIST
414,0344,ADOLESCENT MEDICINE SPECIALIST,PEDIATRICS
8,2240,PEDIATRIC NEUROLOGIST,NEUROLOGY
178,3062,NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
458,7373,CERTIFIED SURGICAL ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
171,0163,ENDODONTIST,ENDODONTIST
5,2065,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
24,2935,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
5,0375,ALLERGIST & IMMUNOLOGIST,ALLERGY & IMMUNOLOGY
10,3924,RHEUMATOLOGIST,RHEUMATOLOGY
11,1097,PHYSICAL REHABILITATION HOSPITAL,SPECIALTY ACUTE-CARE HOSPITAL
29822488,0076,AMBULANCE,AMBULANCE PROVIDERS
3879519,0284,SPEECH THERAPIST,SPEECH THERAPY PROVIDER
2293758,0049,EMERGENCY ROOM SERVICE CENTER,EMERGENCY CARE
439062,5678,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
162511,5902,OSTEOPATHIC MANIPULATIVE MEDICINE SPECIALIST,OSTEOPATHY
429659,0311,FAMILY PRACTICE SPECIALIST,FAMILY PRACTICE
1290,0804,PEDIATRIC PLASTIC SURGEON,PLASTIC & RECONSTRUCTIVE SURGERY
23570,0102,AUDIOLOGIST,AUDIOLOGIST
13885,0379,IMMUNOLOGIST,ALLERGY & IMMUNOLOGY
2678,1161,RADIOLOGIST,RADIOLOGY
8209,0254,PSYCHIATRIC NURSE SPECIALIST,REGISTERED NURSE - PSYCHIATRIC
93,3262,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
2985,0351,DEVELOPMENTAL PEDIATRIC SPECIALIST,PEDIATRICS
218,0737,CYTOPATHOLOGIST,PATHOLOGY
2996,2180,HOME HEALTH AGENCY- PRIVATE DUTY NURSE,HOME HEALTH AGENCY
442,1577,LACTATION SPECIALIST,OTHER NON-PHYSICIAN PROVIDER
128,1668,ANESTHESIOLOGIST,ANESTHESIOLOGY
96,4226,UNKNOWN PROVIDER TYPE,UNKNOWN
89,1986,NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
116,3352,PLASTIC SURGEON,PLASTIC & RECONSTRUCTIVE SURGERY
68,1063,CHILD PSYCHIATRIST,PSYCHIATRY
10,7435,REGISTERED NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
8,2847,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
4,3110,PASTORAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
19,1678,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
31,3659,CHILD & ADOLESCENT PSYCHIATRIST,PSYCHIATRY
15242819,4286,MULTISPEC INTERDISC CLINIC,CLINIC/DAY CARE FACILITIES
2858402,0968,THORACIC SURGEON,THORACIC SURGERY
6077821,0388,ANESTHESIOLOGIST,ANESTHESIOLOGY
24482,5981,PEDIATRIC ENDOCRINOLOGIST,ENDOCRINOLOGY
12921,0245,NURSE MIDWIFE,REGISTERED NURSE - MIDWIFE
6398,0437,CRITICAL CARE SURGEON,CRITICAL CARE MEDICINE
1317,0117,OPTICIAN,OPTICIAN/OPTOMETRIST
2323,1737,GENERAL SURGEON,GENERAL SURGERY
14501,0604,PEDIATRIC NEPHROLOGIST,NEPHROLOGY
98580,0474,GASTROENTEROLOGIST,GASTROENTEROLOGY
4119,0903,DIAGNOSTIC RADIOLOGIST,RADIOLOGY
5474,1702,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
6348,1572,REGISTERED NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
2174,0220,MENTAL HEALTH SERVICES PROVIDER,MENTAL HEALTH PROFESSIONAL
1011,0183,PROSTHODONTIST,PROSTHODONTIST
383,0146,PODIATRIST - NON-MD (BOARD CERTIFIED),PODIATRIST - NON-MD
725,2125,CLINICAL SOCIAL WORKER,SOCIAL WORKER
1396,1366,MASSAGE THERAPIST,PHYSICAL THERAPY PROVIDER
1366,1634,PSYCHIATRIC NURSE SPECIALIST,REGISTERED NURSE - PSYCHIATRIC
188,2352,SPEECH PATHOLOGIST,SPEECH THERAPY PROVIDER
9,1679,REGISTERED NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
112,2323,NEUROLOGIST,NEUROLOGY
15,2515,INFECTIOUS DISEASES SPECIALIST,INFECTIOUS DISEASES
12,3160,GENERAL DENTIST,DENTIST
34,3764,GENETIC COUNSELOR,GENETICS
25,4028,PERIODONTIST,PERIODONTIST
71,1352,PSYCHIATRIC NURSE SPECIALIST,REGISTERED NURSE - PSYCHIATRIC
16,7285,PEDIATRIC NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
26,3281,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
5,3349,ORTHODONTIST,ORTHODONTIST
74,4311,MARRIAGE AND FAMILY THERAPIST,MENTAL HEALTH PROFESSIONAL
1,6929,CERTIFIED DIABETIC EDUCATOR,OTHER NON-PHYSICIAN PROVIDER
8,5986,MASTER OF SOCIAL WORK,SOCIAL WORKER
356403487,0056,INDEPENDENT LABORATORY (COMMERCIAL LAB),INDEPENDENT LABORATORY
7865469,0942,RADIATION ONCOLOGIST,THERAPEUTIC RADIOLOGY
11711466,0034,AMBULATORY SURGERY CENTER,AMBULATORY SURGERY CENTERS
21813586,0475,GASTROENTEROLOGIST,GASTROENTEROLOGY
21039150,5857,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
955396,5865,THORACIC/CARDIOVASCULAR SURGEON,THORACIC SURGERY
275615,0459,ENDOCRINOLOGIST,ENDOCRINOLOGY
33814,0780,PHYSICAL MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
338338,0582,MEDICAL ONCOLOGIST,HEMATOLOGY & ONCOLOGY
23260,0428,CRITICAL CARE MEDICINE SPECIALIST,CRITICAL CARE MEDICINE
10107,0699,OTOLARYNGOLOGIST,OTOLARYNGOLOGY
15899,1571,DOCTOR OF NATUROPATHY,OTHER NON-PHYSICIAN PROVIDER
23798,5650,AUDIOLOGIST,AUDIOLOGIST
2787,0517,PEDIATRIC GENERAL SURGEON,GENERAL SURGERY
1320,0634,OPHTHALMOLOGIST,OPHTHALMOLOGY
17957,0366,DIAGNOSTIC IMMUNOLOGIST,ALLERGY & IMMUNOLOGY
20634,0856,PSYCHIATRIST,PSYCHIATRY
8,2513,PEDIATRICIAN,PEDIATRICS
7978,7161,CARDIOVASCULAR SURGEON,VASCULAR SURGERY
12114,2059,LICENSED PROFESSIONAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
2812,1906,DOCTOR OF NATUROPATHY,OTHER NON-PHYSICIAN PROVIDER
119,1166,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL HEALTH",REGISTERED NURSE - PSYCHIATRIC
189,0507,GENERAL SURGEON - ORAL & MAXILOFACIAL SPECIALIST,GENERAL SURGERY
1651,2874,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
15,1401,PEDIATRIC ORTHOPEDIC SURGEON,ORTHOPEDICS
519,2311,CHIROPRACTOR,CHIROPRACTOR
6,3050,NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
335,5324,CLINICAL SOCIAL WORKER/MENTAL HEALTH COUNSELOR,MENTAL HEALTH PROFESSIONAL
231,0423,COLON & RECTAL SURGEON,COLON & RECTAL SURGERY
511,6349,ADDICTION MEDICINE SPECIALIST,ADDICTION MEDICINE SPECIALIST
322,1770,MARRIAGE AND FAMILY SOCIAL WORKER,SOCIAL WORKER
35,1392,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
28,1037,PSYCHIATRIC HOSPITAL,SPECIALTY ACUTE-CARE HOSPITAL
125,2517,NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
130,5380,CLINICAL SOCIAL WORKER/MENTAL HEALTH COUNSELOR,MENTAL HEALTH PROFESSIONAL
8,1740,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
10,1213,MEDICAL ONCOLOGIST,HEMATOLOGY & ONCOLOGY
2,0971,THORACIC/CARDIOVASCULAR SURGEON,THORACIC SURGERY
59021362,0642,ORTHOPEDIC SURGEON,ORTHOPEDICS
116172,5925,SURGICAL ONCOLOGIST,HEMATOLOGY & ONCOLOGY
619114,0317,FAMILY PRACTITIONER,FAMILY PRACTICE
1295951,6031,INFECTIOUS DISEASES SPECIALIST,INFECTIOUS DISEASES
178889,3822,MEDICAL GENETICIST,GENETICS
65584,0666,OTHER MEDICINE SPECIALIST,OTHER PHYSICIAN SPECIALTY
1040,0294,OBSTETRICIAN,OBSTETRICS
3240,0989,PEDIATRIC UROLOGIST,UROLOGY
19164,0874,PSYCHIATRIST/NEUROLOGIST,PSYCHIATRY
3559,3933,HOME DELIVERED MEALS AGNCY,COMMUNITY SUPPORT SERVICES
88,4410,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
264,4194,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
1812,2455,PHYSICAL MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
2118,2627,PSYCHIATRIST - CLINICAL PSYCHOLOGY,PSYCHIATRY
98,0823,GENERAL PREVENTIVE MEDICINE SPECIALIST,PREVENTIVE MEDICINE
448,2506,UNKNOWN NON-PHYSICIAN PROVIDER,OTHER NON-PHYSICIAN PROVIDER
65,2426,SUBSTANCE ABUSE SERVICES,ADDICTION MEDICINE SPECIALIST
5,5107,ENDOCRINOLOGIST (DIABETES SPECIALIST),ENDOCRINOLOGY
1,7110,DIAG RAD WITH SPECIAL COMPETENCE IN NUCLEAR RAD,OTHER PHYSICIAN SPECIALTY
4,1325,MATERNAL & FETAL MEDICINE SPECIALIST,OBSTETRICS
21,3504,PSYCHIATRIST/NEUROLOGIST,PSYCHIATRY
76,2082,CARDIOLOGIST,CARDIOLOGY
45,1432,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
1,4076,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
2,1305,CLINICAL PHARMACOLOGIST,OTHER PHYSICIAN SPECIALTY
3718195,1046,FAMILY PRACTICE/CAPITATED CLINIC,FAMILY PRACTICE
3183500,4200,NEUROLOGICAL RADIOLOGIST,RADIOLOGY
2575126,5869,VASCULAR INTERVENTION RADIOLOGIST,RADIOLOGY
3079475,0555,HEMATOLOGIST,HEMATOLOGY & ONCOLOGY
11490,0630,PEDIATRIC NEUROLOGIST,NEUROLOGY
13144,0468,PEDIATRIC ENDOCRINOLOGIST,ENDOCRINOLOGY
20770,5765,OTOLOGIST,OTOLARYNGOLOGY
334,0624,NEUROMUSCULAR DISEASE SPECIALIST,NEUROLOGY
26878,0566,HEMATOLOGIST,HEMATOLOGY & ONCOLOGY
1826,1216,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
1370,2203,REGISTERED NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
491,3351,HOSPICE AND PALLIATIVE MEDICINE,HOSPICE AND PALLIATIVE MEDICINE
355,3342,PEDIATRIC SPEECH PATHOLOGY,SPEECH THERAPY PROVIDER
15,3019,MASSAGE THERAPIST,PHYSICAL THERAPY PROVIDER
18,5728,UNKNOWN SPECIALTY PHYSICIAN,UNKNOWN SPECIALTY PHYSICIAN
13,4005,PEDIATRIC ENDOCRINOLOGIST,ENDOCRINOLOGY
6,2667,PHYSICAL MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
4,2919,CLINICAL SOCIAL WORKER/MENTAL HEALTH COUNSELOR,MENTAL HEALTH PROFESSIONAL
34,4412,SLEEP STUDY,OTHER PHYSICIAN SPECIALTY
1,3431,DIAGNOSTIC RADIOLOGIST,RADIOLOGY
47467394,0391,ANESTHESIOLOGIST,ANESTHESIOLOGY
6637460,1010,VASCULAR SURGEON,VASCULAR SURGERY
11384550,5001,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
11839591,0611,NEUROLOGIST,NEUROLOGY
1775854,5887,PHYSICAL MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
114196,5933,UNDERSEAS MEDICINE SPECIALIST,PREVENTIVE MEDICINE
52999,5876,PEDIATRIC ANESTHESIOLOGY,ANESTHESIOLOGY
425981,1274,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
463309,4014,ADULT DAY CARE FACILITY,CLINIC/DAY CARE FACILITIES
962,0716,CHEMICAL PATHOLOGIST,PATHOLOGY
9240,0725,ANATOMICAL PATHOLOGIST,PATHOLOGY
2619,5849,PASTORAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
13549,4309,UNKNOWN PROVIDER TYPE,UNKNOWN
12271,1052,SPEECH PATHOLOGIST,SPEECH THERAPY PROVIDER
543,0883,PSYCHIATRIST - SUBSTANCE ABUSE SERVICES,PSYCHIATRY
1641,1435,GENERAL PREVENTIVE MEDICINE SPECIALIST,PREVENTIVE MEDICINE
5893,2835,GENERAL PRACTITIONER,FAMILY PRACTICE
35,2897,LARYNGOLOGIST,OTOLARYNGOLOGY
25,3980,TRANSITION SERVICE AGENCY (HCBS),COMMUNITY SUPPORT SERVICES
71,7268,PEDIATRIC NEUROSURGERY,NEUROLOGICAL SURGERY
5845,0656,OSTEOPATHIC MANIPULATIVE MEDICINE SPECIALIST,OSTEOPATHY
3,3328,GENERAL SURGEON - ORAL & MAXILOFACIAL SPECIALIST,GENERAL SURGERY
19,0256,VISITING NURSE,VISITING NURSE
5,4001,PULMONARY DISEASE SPECIALIST,PULMONARY MEDICINE
27,3441,REGISTERED NURSE,REGISTERED NURSE - PRACTITIONER
5,3371,CHIROPRACTOR,CHIROPRACTOR
439,0132,MASTER OF ARTS,OTHER NON-PHYSICIAN PROVIDER
1,2525,ANESTHESIOLOGIST,ANESTHESIOLOGY
197148816,0358,PEDIATRICIAN,PEDIATRICS
23027,5647,NURSE ANESTHETIST,REGISTERED NURSE - ANESTHETIST
30307,2742,PEDIATRIC ANESTHESIOLOGY,ANESTHESIOLOGY
8748,0233,REGISTERED NURSE,REGISTERED NURSE
